ID_Musee,Nom,Telephone,Adresse,Latitude,Longitude,RefType,RefInstitution,RefVille,RefFinances,RefLocale
8401700985,ILLINOIS STATE GENEALOGICAL SOCIETY,2177891968,PO BOX 10195,39.78837,-89.66608,4,NULL,81073,370911225,1
8401700124,ILLINOIS STATE MILITARY MUSEUM,2177613910,CAMP LINCOLN 1301 NORTH MACARTHUR BLVD,39.81043,-89.66824,5,NULL,81073,371268588,1
8401701205,ILLINOIS STATE MUSEUM,2177827386,502 SOUTH SPRING STREET,39.79957,-89.65397,5,NULL,81073,376018727,1
8409500532,ILLINOIS STATE UNIVERSITY PLANETARIUM,3094382496,COLLEGE AVE NORMAL,40.50989,-88.99795,3,430,35762,376014070,4
8401700449,ILLINOIS SUPREME COURT HISTORIC PRESERVATION,NULL,330 N WABASH AVE STE 4000,39.79969,-89.64801,2,NULL,60690,262553743,1
8401701068,ILLINOIS TRACTION SOCIETY,2174234777,264 N VICTORIA AVE,39.8428,-88.99147,4,NULL,35601,371211809,1
8401701114,ILLINOIS VALLEY CULTURAL HERITAGE ASSOCIATION,NULL,RURAL ROUTE 1 BOX 135,39.28694,-90.55394,4,NULL,62027,371303954,4
8401701172,ILLINOIS WOMENS MILITARY AND CIVIL MEMORIAL,NULL,2 DIAL COURT,40.5193,-88.98641,4,NULL,35762,371390600,1
8401700837,INDIAN CREEK MILITARY MUSEUM,NULL,1119 S MACARTHUR BLVD,39.78887,-89.66812,1,NULL,81073,364164002,1
8401701191,INDIANOLA COMMUNITY HISTORICAL SOCIETY,NULL,120 WILD ROSE AVE,39.92598,-87.74307,4,NULL,50125,371414056,4
8401700514,INDO-AMERICAN HERITAGE MUSEUM,8474756853,6328 N CALIFORNIA AVE,41.99632,-87.69968,5,NULL,60690,300479057,1
8401700768,INSTITUTE MUSEUM,NULL,1510 W MONTANA ST,41.92615,-87.66766,5,NULL,60690,363858489,1
8401700128,INSTITUTE OF PUERTO RICAN ART,7734868345,3015 W DIVISION ST,41.90103,-87.68066,7,NULL,60690,364437224,1
8401700765,INTERNATIONAL CINEMA MUSEUM,7082027055,319 W ERIE ST,41.89386,-87.63634,5,NULL,60690,363846878,1
8401700137,INTERNATIONAL MUSEUM OF SURGICAL SCIENCE,NULL,1524 NORTH LAKE SHORE DRIVE,41.91011,-87.6263,5,NULL,60690,362235160,1
8401700347,INTERNATIONAL POLKA ASSOCIATION,8008676552,4145 S KEDZIE AVE,41.80976,-87.71146,4,NULL,60690,237009529,1
8401700153,INTUIT CENTER FOR INTUITIVE,3122439088,756 N MILWAUKEE AVE,41.89575,-87.65483,5,NULL,60690,363772452,1
8401700751,INTUIT: THE CENTER FOR INTUITIVE AND OUTSIDER ART,3122439088,756 N MILWAUKEE AVE,41.89575,-87.65483,7,NULL,60690,363772452,1
8401700590,IRISH AMERICAN HERITAGE CENTER,7732827035,4626 N KNOX AVE,41.9649,-87.74404,5,NULL,60690,362883292,1
8401701231,IROQUOIS COUNTY HISTORICAL SOCIETY,8154322215,103 W CHERRY ST,40.77502,-87.73453,4,NULL,60970,376075732,3
8401700690,IRVING PARK HISTORICAL SOCIETY,7737634303,3801 N KEELER,41.94998,-87.73227,2,NULL,60690,363448573,1
8401700320,IRWINS PARK ASSOCIATION,NULL,PO BOX 12,39.58867,-89.74282,9,NULL,36831,204418051,3
8401700470,ITALIAN AMERICAN VETERANS MUSEUM & LIBRARY,7083380696,3800 DIVISION ST,41.9087,-87.82116,1,NULL,60165,270468582,2
8401700423,ITASCA AREA HISTORICAL SOCIETY,NULL,PO BOX 101,41.97708,-88.01784,4,NULL,60143,237443018,2
8401700373,JACKSON COUNTY HISTORICAL SOCIETY,6186874388,1616 EDITH ST,37.76251,-89.34168,4,NULL,62966,237114692,3
8401701146,JACKSONVILLE AREA CENTER FOR INDEPENDENT LIVING,2172458371,15 PERMAC RD,39.724850000000004,-90.26575,5,NULL,36265,371359901,3
8401700420,JACKSONVILLE AREA GENEALOGICAL,2172459623,416 S MAIN ST,39.7295,-90.22905,4,NULL,36265,237430032,3
8401701195,JACKSONVILLE CENTRAL ILLINOIS LABOR TEMPLE TRUST,NULL,534 SOUTH SECOND STREET,39.79687,-89.65332,4,NULL,81073,371462967,1
8401700886,JANE ADDAMS HULL-HOUSE MUSEUM ASSOCIATION,3124135353,800 S HALSTED ST,41.88199,-87.62931,4,NULL,60690,364349802,1
8409501271,JANE ADDAMS' HULL-HOUSE MUSEUM,3124135353,800 SOUTH HALSTED STREET,40.11685,-88.22875,4,433,60690,376000511,4
8401701031,JASPER CO HISTORICAL AND GENEALOGICAL SOCIETY,NULL,100 S VAN BUREN ST,38.99003,-88.16108,4,NULL,50208,371126802,3
8401701002,JEFFERSON COUNTY HISTORICAL SOCIETY,6182460033,1411 N 27TH ST,38.32551,-88.9054,4,NULL,52314,371041417,3
8401701283,JERSEY COUNTY HISTORICAL SOCIETY,6184983514,601 N STATE ST,39.12667,-90.33076,4,NULL,62052,510153238,3
8409503480,JOE MCCAULEY ART GALLERY,NULL,1500 WEST RAAB ROAD,40.54346,-89.00928,7,438,35762,371271517,4
8401700313,JOHN DEERE HOME & FARM HERITAGE MUSEUM,NULL,210 E 3RD STREET,41.78877,-89.69304,1,NULL,80751,203520421,3
8409500567,JOHN DEERE PLANETARIUM,3097947327,820 38TH AVENUE,41.50401,-90.54253,3,414,61201,362166962,1
8401700769,JOHN F. KENNEDY HEALTH WORLD,NULL,2400 E MAIN STREET SUITE #103-305,41.92062,-88.28614,8,NULL,60010,363861847,2
8401700568,JOHN H VANDERPOEL ART ASSOCIATION,7737790007,9625 S LONGWOOD DR,41.71759,-87.66895,7,NULL,60690,362423826,1
8401700134,JOHN R. AND ELEANOR R. MITCHELL FOUNDATION,6182421236,RICHVIEW ROAD,38.32551,-88.9054,5,NULL,52314,364184121,3
8409503489,JOHN R. GRADY GALLERY OF PHOTOGRAPHIC ARTS,8476971000,1700 SPARTAN DRIVE,42.01609,-88.32107,7,426,52141,362600170,1
8401701156,JOHNNY GRUELLE RAGGEDY ANN & ANDY MUSEUM,2172684908,PO BOX 183,39.68429,-88.30763,5,NULL,61910,371372730,3
8401700880,JOLIET AREA HISTORICAL MUSEUM,8157235201,204 N OTTAWA ST,41.52899,-88.083,1,NULL,60432,364334686,1
8401700152,JORDAN LAWRENCE,8158863232,275 ROCBAAR DR,42.99418,-74.11331,5,NULL,60446,266681610,4
8401700801,JOSEPH F GLIDDEN HOMESTEAD AND HISTORICAL CENTER,8157567904,921 W LINCOLN HWV,41.93109,-88.7699,1,NULL,60115,364040683,2
8409501566,JURICA NATURE MUSEUM,6308296546,5700 COLLEGE ROAD,41.77767,-88.09408,5,439,60532,362722198,2
8401700580,JURICA-SUCHY NATURE MUSEUM,6308296545,BENEDICTINE UNIVERSITY 5700 COLLEGE ROAD,41.77767,-88.09408,5,NULL,60532,362722198,2
8401700807,KANEVILLE HISTORICAL SOCIETY,6305572854,PO BOX 7,41.8322,-88.51723,4,NULL,60144,364072135,4
8401700368,KANKAKEE COUNTY HISTORICAL SOCIETY,8159325279,801 S 8TH AVE,41.11276,-87.87773,4,NULL,60901,237089482,1
8401700658,KANKAKEE MODEL RAILROAD CLUB,8159299320,197 S EAST AVE,41.11919,-87.8656,1,NULL,60901,363223794,1
8409502257,KASKASKIA COLLEGE ARBORETUM,6185453000,27210 COLLEGE ROAD,38.56397,-89.19741,2,440,62801,370892167,4
8401700142,KATHERINE DUNHAM ARCHIVES & MUSEUM,NULL,532 N TENTH ST,43.06257,-73.78244,5,NULL,62201,222683076,4
8401700348,KATHERINE DUNHAM CENTERS FOR THE ARTS,NULL,532 NORTH 10TH STREET,38.62708,-90.1473,5,NULL,62201,237009934,2
8401700369,KENDALL COUNTY HISTORICAL SOCIETY,6305536777,PO BOX 123,41.65771,-88.44936,4,NULL,60560,237093595,2
8401700947,KENILWORTH HISTORICAL SOCIETY,8472512565,415 KENILWORTH AVE,42.08669,-87.71607,4,NULL,60043,366109498,2
8401700594,KEWANEE HISTORICAL SOCIETY,3098538605,211 N CHESTNUT ST,41.2413,-89.92793,4,NULL,61443,362905890,3
8401701048,KIBBE HANCOCK HERITAGE MUSEUM,2173579552,702 N HAVEN DR,40.42575,-91.13257,5,NULL,62321,371163773,3
8401700129,KIDS WORK CHILDREN'S MUSEUM,8154691199,11 S WHITE ST,41.49902,-87.84911,8,NULL,60423,251430216,2
8401701125,KINDERHOOK HISTORICAL SOCIETY,2174325700,PO BOX 52,39.70307,-91.1515,4,NULL,62345,371322856,4
8409503534,KISHWAUKEE COLLEGE ART GALLERY,8158252086,21193 MALTA ROAD,41.94152,-88.87725,7,441,60150,362610920,4
8401701300,KISHWAUKEE VALLEY HERITAGE SOCIETY,8157845559,700 PARK AVE,42.09833,-88.7,4,NULL,60135,510215588,3
8401700091,KLEHM ARBORETUM & BOTANIC GARDEN,8159658146,2701 CLIFTON AVENUE,42.2441,-89.11005,2,NULL,35136,363676875,1
8401701107,KNAPP CHESNUT BECKER HISTORICAL SOCIETY,2174452050,101 S CLINTON PO BOX 266,40.09489,-89.57578,4,NULL,6457,371282974,4
8401701180,KNOX COUNTY HISTORICAL SITES,3092892814,PO BOX 1757,40.94734,-90.36289,4,NULL,61402,371399776,3
8401701301,KNOX COUNTY HISTORICAL SITES,NULL,33 NORTH PUBLIC SQUARE,40.90783,-90.28505,4,NULL,50138,510243793,3
8409503541,KOEHNLINE MUSEUM OF ART,8476352633,1600 EAST GOLF ROAD,42.05454,-87.88766,7,442,60016,362681999,1
8401700744,KOHL CHILDREN'S MUSEUM OF GREATER CHICAGO,8478326600,2100 PATRIOT BLVD,42.10032,-87.82431,8,NULL,60025,363706878,2
8401701152,KOREAN WAR VETERANS NATIONAL MUSEUM & LIBRARY,8884195053,47 W DIVISION ST 1950,41.90382,-87.6303,1,NULL,60690,371369481,1
8409503544,KRANNERT ART MUSEUM AND KINKEAD PAVILION,2173331861,500 EAST PEABODY DRIVE,40.11685,-88.22875,7,434,61820,376000511,1
8401700946,L B OLMSTEAD TRUST,8154983537,S DEPOT,41.63949,-88.68526,5,NULL,60552,366108776,4
8401701165,LABOR & INDUSTRY MUSEUM,6182229430,PO BOX 8242,38.51476,-89.98031,5,NULL,62223,371384606,2
8401700914,LAFOX MUSEUM CORPORATION,6305848485,PO BOX 335,41.88416,-88.43244,1,NULL,60147,364458409,2
8401700397,LAGRANGE AREA HISTORICAL SOCIETY,7084824248,444 S LA GRANGE RD,41.80662,-87.86943,4,NULL,95329,237279906,2
8401701066,LAHARPE HISTORICAL AND GENEALOGICAL SOCIETY,2176593635,PO BOX 289,40.57922,-90.9718,4,NULL,61450,371207348,4
8401700806,LAKE BLUFF HISTORY MUSEUM,8474821571,PO BOX 250,42.27958,-87.84321,1,NULL,60044,364063482,2
8401700936,LAKE COUNTY DISCOVERY MUSEUM,8479683400,27227 NORTH FOREST PRESERVE ROAD,42.26269,-88.10281,5,NULL,60084,366009339,4
8401700775,LAKE COUNTY FARM HERITAGE ASSOCIATION,NULL,1801 MAGNOLIA AVE,42.38536,-87.892080000000007,4,NULL,60031,363897008,2
8401700300,LAKE FOREST TRUST,NULL,150 FIELD DRIVE SUITE 100,42.24826,-87.89878,4,NULL,92630,201883914,2
8401700387,LAKE FOREST-LAKE BLUFF HISTORICAL SOCIETY,8472345253,361 E WESTMINSTER,42.25352,-87.83824,4,NULL,92630,237213177,2
8401700791,LAKE IN THE HILLS HISTORICAL SOCIETY,NULL,282 INDIAN TRAIL,42.18493,-88.32839,4,NULL,60156,363989371,2
8401701358,LAKE KATHERINE NATURE CENTER AND BOTANIC GARDENS,7083611873,7402 LAKE KATHERINE DR,41.67684,-87.8013,2,NULL,60463,911848185,2
8409502271,LAKE VIEW NATURE CENTER,6309418747,17W063 HODGES ROAD,41.84943,-87.95985,2,NULL,60181,362677283,2
8401700317,LAKE VILLA HISTORICAL SOCIETY,8472658266,PO BOX 519,42.4182,-88.07834,4,NULL,60030,203889809,2
8401700873,LAKE ZURICH AREA VETERANS MONUMENT FUND,NULL,PO BOX 932,42.19934,-88.05454,4,NULL,60047,364304332,2
8401700662,LAKES REGION HISTORICAL SOCIETY,8473957337,965 MAIN ST,42.47906,-88.0963,4,NULL,94509,363245892,2
8401700982,LAKEVIEW MUSEUM OF ARTS & SCIENCES,3096867000,222 SW WASHINGTON ST,40.68945,-89.59053,7,NULL,85382,370818561,1
8401700587,LANSING HISTORICAL SOCIETY,NULL,PO BOX 1776,41.56605,-87.54606,4,NULL,60438,362874639,2
8401700143,LASALLE COUNTY GENEALOGY GUILD,8154335261,115 W GLOVER ST,41.33527,-88.84075,4,NULL,61350,363447542,3
8401700956,LASALLE COUNTY HISTORICAL SOCIETY,8156674861,PO BOX 278,41.36906,-89.00642,4,NULL,61373,366118278,4
8401700619,LATVIAN FOLK ART MUSEUM,7735882085,4146 N ELSTON AVE,41.95666,-87.72366,7,NULL,60690,363005897,1
8401700912,LAWNDALE HISTORICAL AND CULTURAL SOCIETY,NULL,3853 WEST POLK,41.87067,-87.72154,4,NULL,60690,364451308,1
8401701214,LAWRENCE COUNTY ILLINOIS HISTORICAL SOCIETY,6189432300,PO BOX 446,38.72587,-87.68627,4,NULL,30046,376045434,3
8401700762,LEATHER ARCHIVES AND MUSEUM,NULL,6418 N GREENVW AVE,41.99875,-87.66806,1,NULL,60690,363841874,1
8401701222,LEBANON HISTORICAL SOCIETY,6185374498,309 W SAINT LOUIS ST,38.60401,-89.81164,4,NULL,6249,376053116,2
8401700786,LEE COUNTY GENEALOGICAL SOCIETY,8152886702,111 S HENNEPIN,41.84241,-89.48369,4,NULL,95620,363961078,3
8401700410,LEE COUNTY HISTORICAL SOCIETY,8152886702,113 MADISON AVE,41.84241,-89.48369,4,NULL,95620,237380552,3
8401701294,LEMONT AREA HISTORICAL SOCIETY,6302572972,306 LEMONT ST,41.67344,-87.99993,4,NULL,60439,510181502,2
8409503575,LEN G. EVERETT GALLERIES,NULL,700 E BROADWAY,40.91196,-90.63923,7,443,61462,370661228,4
8401700810,LENA AREA HISTORICAL SOCIETY,8153694555,427 GROVE ST,42.38069,-89.82711,4,NULL,61048,364085020,3
8401701087,LEWISTOWN SOCIETY FOR HISTORICAL PRESERVATION,3095471009,5 GREAT OAKS LANE,40.39518,-90.15528,4,NULL,61542,371240575,4
8401700417,LEXINGTON GENELOGICAL AND HISTORICAL SOCIETY,7818624731,318 W MAIN STREET,40.64145,-88.78331,4,NULL,30648,237421502,4
8401700972,LIBERTYVILLE MUNDELEIN HISTORICAL SOCIETY,8473622330,413 N MILWAUKEE AVE,42.28727,-87.95423,4,NULL,60048,366234647,2
8401700978,LINCOLN HERITAGE MUSEUM,2177357399,300 KEOKUK STREET,40.1491,-89.36785,5,NULL,72744,370661227,3
8409501593,LINCOLN HERITAGE MUSEUM,NULL,1115 NICHOLSON ROAD,40.15543,-89.36278,5,444,72744,370661227,3
8401701423,LINCOLN HOME NATIONAL HISTORIC SITE,2174924241,413 SOUTH EIGHTH STREET,39.79713,-89.64517,4,NULL,81073,331093996,1
8401701101,LINCOLN LIBRARY FOUNDATION,2177534988,326 S 7TH ST,39.7991,-89.64641,5,NULL,81073,371277031,1
8401701382,LINCOLN LOG CABIN STATE HISTORIC SITE,2173451845,402 S LINCOLN HWY,39.38333,-88.21084,4,NULL,62440,371195606,4
8401701324,LINCOLN MONUMENT ASSOCIATION,NULL,1500 MONUMENT AVENUE,39.67639,-89.70493,4,NULL,81073,611629015,2
8401700574,LINCOLN PARK ZOOLOGICAL SOCIETY,3127422000,2001 N CLARK ST,41.91852,-87.63604,6,NULL,60690,362512404,1
8401701325,LITCHFIELD MUSEUM & ROUTE 66 WELCOME CENTER,2173243510,PO BOX 43,39.179,-89.65391,5,NULL,6759,611655210,3
8401700693,LITHUANIAN FOLK ART INSTITUTE,7084427147,112 GAGE RD,41.83412,-88.07928,7,NULL,92506,363460103,2
8401700686,LITHUANIAN MUSEUM,3127761324,5620 S CLAREMONT AVE,41.79186,-87.68266,5,NULL,60690,363397447,1
8401700731,LITHUANIAN MUSEUM OF ART,NULL,14911 127 STREET,41.65706,-87.98112,7,NULL,60439,363646975,2
8401701213,LIVINGSTON COUNTY HISTORICAL SOCIETY,NULL,1905 EAST VIEW DRIVE,40.88131,-88.60004,4,NULL,61764,376045428,3
8401700512,LIVINGSTON COUNTY WAR MUSEUM,8158420301,PO BOX 497,40.88048,-88.62868,5,NULL,61764,300305895,3
8401700572,LIZZADRO MUSEUM OF LAPIDARY ARTS,6308331616,220 S COTTAGE HL AVE,41.89532,-87.94255,5,NULL,60126,362487600,2
8401701333,LOCKPORT AREA GENEALOGICAL & HISTORICAL SOCIETY,NULL,222 E 9TH STREET,41.589,-88.05568,4,NULL,60441,731667499,2
8401700511,LOCKWOOD PIONEER SCUBA DIVING,8156336969,7307 NORTH ALPINE,42.33019,-89.0285,1,NULL,61111,300287146,2
8401701259,LOG CABIN,2172237703,PO BOX 3122,39.9319,-91.35594,4,NULL,95971,452239368,3
8401701098,LOGAN CO GENEALOGICAL AND HISTORICAL SOCIETY,2177323200,114 N CHICAGO ST,40.1475,-89.36338,4,NULL,72744,371269416,3
8401700372,LOMBARD HISTORICAL SOCIETY,6306298233,23 W MAPLE ST,41.88387,-88.01878,4,NULL,60148,237114585,2
8401700412,LONG GROVE HISTORICAL SOCIETY,8476346155,4419 RFD,42.21551,-88.04934,4,NULL,52756,237392978,2
8409503614,LOYOLA UNIVERSITY MUSEUM OF ART,3129157600,820 NORTH MICHIGAN AVENUE,41.89756,-87.62332,7,445,60690,361408475,1
8401700935,LYRIC OPERA OF CHICAGO,3123322244,20 N WACKER DR,41.88222,-87.63686,5,NULL,60690,366008929,1
8401700750,MACK TOWN A LIVING HISTORY,8156244200,PO BOX 566,42.44069,-89.0963,4,NULL,61072,363756832,4
8401700303,MACKINAW AREA HISTORICAL SOCIETY,NULL,PO BOX 139,40.53814,-89.3462,2,NULL,61755,202867329,4
8401700093,MACKTOWN A LIVING HISTORY EDUCATION CENTER,8156244200,2221 FREEPORT RD,42.4513,-89.07937,5,NULL,61072,363756832,2
8401701083,MACOMB AREA CONVENTION & VISITORS BUREAU,3098331315,201 S LAFAYETTE ST,40.45684,-90.67169,5,NULL,61455,371237032,3
8401700367,MACON COUNTY HISTORICAL SOCIETY,2174224919,5580 N FORK RD,39.84571,-88.86983,4,NULL,35601,237084124,1
8401701303,MACOUPIN COUNTY GENEALOGICAL SOCIETY,2178542850,PO BOX 95,39.28899,-89.8896,4,NULL,62088,510255551,4
8401700402,MACOUPIN COUNTY HISTORICAL SOCIETY,2178542850,PO BOX 432,39.28899,-89.8896,4,NULL,62626,237325548,4
8401701024,MADISON COUNTY GENEALOGICAL SOCIETY,6186562299,PO BOX 631,38.81632,-89.961429999999993,4,NULL,62025,371105112,2
8401700114,MADISON COUNTY HISTORICAL MUSEUM,6186567562,715 NORTH MAIN STREET,38.81632,-89.961429999999993,4,NULL,62025,376049395,2
8401701220,MADISON COUNTY HISTORICAL SOCIETY & MUSEUM,7156624678,715 N MAIN ST,38.81632,-89.961429999999993,4,NULL,62025,376049395,2
8401701029,MAEYSTOWN PRESERVATION SOCIETY,6184586464,PO BOX 25,38.23323,-90.22183,4,NULL,62256,371122875,4
8401701247,MAHOMET HISTORICAL MUSEUM SOCIETY,2177321892,304 GRAND AVE,40.159910000000004,-89.36925,4,NULL,72744,421752728,3
8401700518,MALTA HISTORICAL AND GENEALOGICAL SOCIETY,NULL,127 N THIRD STREET PO BOX 171,41.9304,-88.86205,4,NULL,60150,311586780,4
8401700609,MANITO HISTORICAL SOCIETY,NULL,PO BOX 304,40.4471,-89.79025,4,NULL,61546,362970597,4
8401700922,MANLIUS HISTORICAL SOCIETY,8157130251,PO BOX 134,41.45481,-89.66688,4,NULL,61338,364480883,4
8401700707,MANTENO HISTORICAL SOCIETY,8154683480,192 W 3RD ST,41.25247,-87.83573,4,NULL,60950,363541016,2
8401700903,MAPLE STREET CHAPEL PRESERVATION SOCIETY,6306270171,220 S MAIN ST,41.88369,-88.01841,4,NULL,60148,364416066,2
8401700283,MARENGO SOCIETY FOR HISTORIC PRESERVATION,8155685359,439 W GRANT HWY,42.24848,-88.61276,4,NULL,52301,141909994,3
8401700285,MARGARET WOODBURY STRONG MUSEUM,5852632700,10 S DEARBORN FL 21,43.15325,-77.60277,5,NULL,60690,166169480,4
8401701007,MARION COUNTY GENEALOGICAL AND HISTORICAL SOCIETY,NULL,PO BOX 342,38.62486,-88.94769,4,NULL,6420,371052914,3
8401700589,MARKHAM HISTORICAL SOCIETY,7083318685,3714 W 162ND PL,41.59451,-87.7073,4,NULL,72841,362881166,2
8401700641,MARSHALL COUNTY HISTORICAL SOCIETY,3092462349,PO BOX 123,41.02467,-89.41066,4,NULL,61540,363153308,4
8409503657,MARTIN D'ARCY GALLERY OF ART,3129157600,820 NORTH MICHIGAN AVENUE,41.89756,-87.62332,7,445,60690,361408475,1
8409503661,MARY & LEIGH BLOCK MUSEUM OF ART,8474914000,40 ARTS CIRCLE DRIVE,42.04982,-87.67914,7,446,60202,362167817,1
8401700706,MARYTOWN/ST. MAXMILLIAN KOLBE SHRINE,8473677800,1600 W PARK AVE,42.27934,-87.97419,5,NULL,60048,363527625,2
8401700835,MASCOUTAH AEROSPACE MUSEUM,6185372003,1313 W MAIN ST,38.6004,-89.81558,5,NULL,62258,364159545,2
8401700838,MASCOUTAH HISTORICAL SOCIETY,6185662567,504 N JEFFERSON ST,38.49032,-89.80335,4,NULL,62258,364173126,3
8401700995,MASSAC COUNTY HISTORICAL SOCIETY,6185247203,405 MARKET ST,37.15175,-88.72563,4,NULL,62960,371017619,3
8401700445,MATT LAMB CHICAGO MUSEUM,NULL,150 SOUTH WACKER DRIVE,41.87997,-87.6368,5,NULL,60690,261944539,1
8401700427,MATTESON HISTORICAL SOCIETY,7087483033,813 BCHOOL ST,41.5123,-87.7259,4,NULL,60443,237453150,2
8401700913,MCCONNELL AREA HISTORICAL SOCIETY,8158212428,PO BOX 42,42.43702,-89.73388,4,NULL,61050,364456975,4
8401700296,MCCORMICK FREEDOM MUSEUM,NULL,205 N MICHIGAN AVE SUITE 4900,41.8858,-87.62442,5,NULL,60690,201255586,1
8401701034,MCDONOUGH COUNTY HISTORIC PRESERVATION SOCIETY,NULL,PO BOX 266,40.45552,-90.67255,4,NULL,61455,371130013,3
8401700699,MCDONOUGH COUNTY HISTORICAL SOCIETY,NULL,PO BOX 83,40.45552,-90.67255,4,NULL,61455,363496253,3
8401700306,MCHENRY AREA HISTORICAL SOCIETY,8159232267,PO BOX 225,42.23643,-88.54284,4,NULL,60051,202935245,4
8401700432,MCHENRY COUNTY CHILDREN'S MUSEUM,NULL,12863 FARM HILL DRIVE,42.143,-88.44317,8,NULL,60142,260162964,2
8401701404,MCHENRY COUNTY CONSERVATION DISTRICT,8154795779,2112 BEHAN RD,42.25998,-88.22578,2,NULL,60012,364340160,4
8401700959,MCHENRY COUNTY HISTORICAL SOCIETY,8159232267,PO BOX 434,42.23643,-88.54284,4,NULL,60180,366124793,4
8401700117,MCHENRY COUNTY HISTORICAL SOCIETY & MUSEUM,8159232267,6422 MAIN ST,42.23643,-88.54284,4,NULL,60180,366124793,4
8409503680,MCKENDREE UNIVERSITY GALLERY OF ART,NULL,224 SAINT LOUIS STREET,38.60528,-89.81527,7,447,6249,370661219,2
8401700096,MCLEAN COUNTY ARTS CENTER,3098290011,601 NORTH EAST STREET,40.48365,-88.99235,7,NULL,61702,376032342,1
8401701232,MCLEAN COUNTY GENEALOGICAL SOCIETY,3094529703,PO BOX 488,40.50141,-88.99301,4,NULL,35762,376084032,1
8401701190,MCLEAN COUNTY HISTORICAL SOCIETY,3098270428,200 N MAIN ST,40.47958,-88.99376,4,NULL,61702,371414038,1
8401700350,MENARD COUNTY HISTORICAL SOCIETY,2176327363,125 S 7TH ST,40.0104,-89.84964,4,NULL,99833,237033129,3
8401701120,MENDOTA MUSEUM & HISTORICAL SOCIETY,8155393373,PO BOX 433,41.54798,-89.12106,4,NULL,61342,371310527,3
8401700101,MENNONITE HERITAGE CENTER,3093672551,675 STATE ROUTE 116,38.24602,-97.34833,5,NULL,61548,480785657,4
8401701194,MENTAL HEALTH HISTORICAL PRESERVATION SOCIETY OF CENTRAL,NULL,124 MARY PLACE,40.6754,-89.54153,4,NULL,61611,371415850,2
8401701282,MERCER CNTY HISTORICAL MUSEUM,3095822280,PO BOX 269,41.18765,-90.74856,4,NULL,61231,510152634,4
8401701059,MEREDOSIA AREA HISTORICAL AND GENEALOGIC SOCIETY,NULL,PO BOX 304,39.8204,-90.54255,4,NULL,62665,371201151,4
8409503703,MERWIN & WAKELEY GALLERIES,NULL,6 AMES PLAZA WEST,40.48125,-88.99476,7,448,61702,370662594,4
8401700828,MESOPATAMIA MUSEUM,8476999000,25 S WOLF RD,42.09162,-87.90891,5,NULL,60070,364140326,2
8401700898,METAMORA ASSOCIATION FOR HISTORIC PRESERVATION,NULL,104 W WALNUT ST,40.78936,-89.36448,4,NULL,61548,364393795,3
8401700394,MIDWAY VILLAGE & MUSEUM CENTER,8153979112,6799 GUILFORD RD,42.28222,-88.99074,5,NULL,35136,237237720,1
8401700121,MIDWEST CARVERS MUSEUM,7083316011,16236 VINCENNES AVE,41.60067,-87.62884,5,NULL,60473,363005767,2
8401701319,MIDWEST MUSEUM OF NATURAL HISTORY,8158959777,425 W STATE ST,41.98917,-88.68896,9,NULL,60178,611402985,2
8401701093,MILITARY AVIATION HALL OF FAME,2173698492,3107 S DUNCAN RD,40.07506,-88.29519,5,NULL,61820,371256282,2
8401700653,MILITARY MINIATURE SOCIETY OF ILLINOIS,NULL,7230 W BALMORAL AVE,41.81958,-88.28489,1,NULL,60690,363203915,2
8401700863,MILLENIUM PARK,3127421168,201 E RANDOLPH ST,41.88419,-87.62294,2,NULL,60690,364244167,1
8401701285,MILLER PARK ZOO,3094342250,1020 S MORRIS AVE,40.47089,-89.00628,6,NULL,61702,510156393,1
8401701176,MILLSTADT HISTORICAL SOCIETY,6184763696,300 EAST MADISON,38.46051,-90.08777,4,NULL,62260,371396271,3
8401701240,MILWAUKEE ROAD HISTORICAL ASSOCIATION,8476746015,4638 GROVE ST,42.04446,-87.74404,4,NULL,60076,391549379,1
8401700468,MINIER HISTORICAL SOCIETY,NULL,28 COBBLESTONE LANE,40.42637,-89.30905,4,NULL,61759,270328205,4
8401701197,MISSISSIPPI THESPIANS,NULL,1000 GERARD AVE,39.90508,-91.3987,1,NULL,95971,371477763,3
8401700843,MITCHELL MUSEUM AT CEDARHURST,6182421236,PO BOX 923,38.32551,-88.9054,5,NULL,52314,364184121,3
8401700291,MITCHELL MUSEUM OF THE AMERICAN INDIAN,8474751030,3001 CENTRAL ST,42.0646,-87.71926,4,NULL,60202,200679235,1
8401700689,MOBILE AVIATION HISTORICAL EXHIBITS,3097931837,3010 35TH AVE,41.47432,-90.55711,3,NULL,61201,363443832,1
8401700688,MOLINE PRESERVATION SOCIETY,NULL,PO BOX 9141,41.45624,-90.49572,4,NULL,61265,363436659,1
8401701228,MONROE COUNTY HISTORICAL SOCIETY,6189395230,PO BOX 48,38.35592,-90.16278,4,NULL,50704,376061904,4
8401701226,MONTICELLO RAILWAY MUSEUM,2177629011,PO BOX 401,40.05427,-88.56102,1,NULL,71655,376059760,4
8401701008,MORGAN COUNTY HISTORICAL SOCIETY,2172455390,200 W STATE ST,39.73437,-90.23038,4,NULL,36265,371056913,3
8401700613,MORRISON HISTORICAL SOCIETY,8157723013,PO BOX 1,41.80935,-89.96485,4,NULL,80465,362996544,3
8401701001,MORRISONVILLE HISTORICAL SOCIETY,2175263543,PO BOX 234,39.42451,-89.4494,4,NULL,62546,371038587,4
